event_id,dataset_index,particle_valid,particle_truth,particle_pred,particle_correct,particle_confidence,p_muon,p_electron,p_photon,p_proton,stop_truth,stop_pred,stop_probability,stop_threshold,stop_case,hit_channels,trigger_bars,total_edep_MeV,max_channel_edep_MeV,hodoscopes_hit,time_span_ns,spatial_span_mm,hodo0_edep_MeV,hodo1_edep_MeV,hodo2_edep_MeV
421984,22731,1,electron,electron,1,0.9961252808570862,0.00346103822812438,0.9961252808570862,0.000355996802682057,5.774748569820076e-05,0,1,0.9898978471755981,0.7809543609619141,FP,16,8,43.619564056396484,14.148087501525879,3,4.2154998779296875,1203.27197265625,1.749742865562439,11.901056289672852,29.968761444091797
781788,42083,1,electron,photon,0,0.8933224678039551,0.005819718819111586,0.10083640366792679,0.8933224678039551,2.1462770746438764e-05,0,1,0.9866933226585388,0.7809543609619141,FP,9,6,30.742069244384766,17.28203010559082,2,2.3316726684570312,593.0095825195312,0.637444794178009,30.104623794555664,0.0
658986,35631,1,electron,electron,1,0.9485381841659546,0.049962837249040604,0.9485381841659546,0.0014870057348161936,1.2011881153739523e-05,0,1,0.98503577709198,0.7809543609619141,FP,12,9,36.181053161621094,7.953863620758057,2,4.818748474121094,868.3926391601562,0.0,18.99103355407715,17.190019607543945
18437,1024,1,muon,photon,0,0.7266892194747925,0.049889516085386276,0.22341641783714294,0.7266892194747925,4.965019343217136e-06,0,1,0.9832131862640381,0.7809543609619141,FP,11,9,40.30961990356445,8.335426330566406,2,2.065481185913086,736.6105346679688,17.24436378479004,23.065258026123047,0.0
133888,7282,1,electron,photon,0,0.9647500514984131,0.007148821372538805,0.028100892901420593,0.9647500514984131,1.8641327415025444e-07,0,1,0.9822239279747009,0.7809543609619141,FP,7,4,27.42547035217285,13.247831344604492,1,0.7179956436157227,272.7204284667969,0.0,27.425472259521484,0.0
32291,1780,1,electron,electron,1,0.7919023633003235,0.09782171994447708,0.7919023633003235,0.11025646328926086,1.9444561985437758e-05,0,1,0.9811065196990967,0.7809543609619141,FP,14,8,66.22776794433594,16.044771194458008,2,6.015325546264648,930.1079711914062,0.0,37.32513427734375,28.90262794494629
307362,16615,1,electron,electron,1,0.9791034460067749,0.01689864508807659,0.9791034460067749,0.003994300030171871,3.597283921408234e-06,0,1,0.9809364080429077,0.7809543609619141,FP,18,8,57.152259826660156,9.462150573730469,3,4.858089447021484,1230.07958984375,2.096676826477051,26.55099105834961,28.50459098815918
870362,46927,1,photon,electron,0,0.9781515598297119,0.005940440110862255,0.9781515598297119,0.015907322987914085,6.87352894601645e-07,0,1,0.9806550741195679,0.7809543609619141,FP,16,9,40.89619445800781,10.585859298706055,3,3.6715316772460938,1189.083740234375,22.701107025146484,0.6110230088233948,17.584064483642578
267191,14430,1,photon,photon,1,0.9764173030853271,0.006401943974196911,0.01667393185198307,0.9764173030853271,0.0005069299368187785,0,1,0.9798393845558167,0.7809543609619141,FP,9,7,53.893531799316406,12.133625030517578,2,2.8385772705078125,587.4024047851562,47.71282958984375,6.180703163146973,0.0
958493,51684,1,muon,photon,0,0.8812242746353149,0.061621375381946564,0.05714723840355873,0.8812242746353149,7.160268523875857e-06,0,1,0.9797549247741699,0.7809543609619141,FP,13,9,71.83882904052734,17.829811096191406,2,2.1568984985351562,644.4942016601562,21.458951950073242,50.379878997802734,0.0
802719,43258,1,electron,photon,0,0.9557419419288635,0.0015453080413863063,0.04271269962191582,0.9557419419288635,7.834656656768857e-08,0,1,0.9793441891670227,0.7809543609619141,FP,15,8,65.970703125,20.96116065979004,2,2.686767578125,683.6693725585938,34.16782760620117,31.802871704101562,0.0
311705,16828,1,muon,photon,0,0.867257297039032,0.00343851069919765,0.12930330634117126,0.867257297039032,8.74697036579164e-07,0,1,0.9788401126861572,0.7809543609619141,FP,9,4,30.112390518188477,11.763555526733398,2,3.0877037048339844,691.3007202148438,29.993635177612305,0.11875728517770767,0.0
527926,28470,1,electron,photon,0,0.7305319905281067,0.004334057681262493,0.26511362195014954,0.7305319905281067,2.0335261069703847e-05,0,1,0.978628396987915,0.7809543609619141,FP,19,6,36.80476379394531,9.020110130310059,2,3.177745819091797,802.1483154296875,15.510964393615723,21.293800354003906,0.0
956714,51593,1,muon,photon,0,0.8735339641571045,0.06097394973039627,0.065459243953228,0.8735339641571045,3.282704346929677e-05,0,1,0.9763655662536621,0.7809543609619141,FP,8,7,41.52606964111328,8.959385871887207,1,0.4092254638671875,325.4727478027344,0.0,41.52606964111328,0.0
826290,44553,1,muon,photon,0,0.8581543564796448,0.044973548501729965,0.09672538936138153,0.8581543564796448,0.00014669720258098096,0,1,0.9728983640670776,0.7809543609619141,FP,6,4,24.650070190429688,11.487751007080078,1,1.3478622436523438,192.77447509765625,24.650070190429688,0.0,0.0
6525,331,1,electron,photon,0,0.7864235043525696,0.030883077532052994,0.18268954753875732,0.7864235043525696,3.9227907109307125e-06,0,1,0.972601592540741,0.7809543609619141,FP,8,4,29.48200798034668,15.510443687438965,1,0.8486436009407043,424.923828125,0.0,29.482009887695312,0.0
288420,15576,1,photon,photon,1,0.6392694711685181,0.09280191361904144,0.2624069154262543,0.6392694711685181,0.005521721206605434,0,1,0.970314085483551,0.7809543609619141,FP,6,5,24.671405792236328,8.813864707946777,2,2.4716014862060547,651.4984741210938,24.664932250976562,0.006472595501691103,0.0
997390,53801,1,electron,electron,1,0.9557335376739502,0.019562460482120514,0.9557335376739502,0.024693546816706657,1.0440644473419525e-05,0,1,0.970140278339386,0.7809543609619141,FP,7,4,17.540618896484375,7.219643592834473,2,3.1266860961914062,647.5892333984375,0.0,0.43312254548072815,17.107498168945312
324020,17519,1,electron,electron,1,0.9665298461914062,0.019659683108329773,0.9665298461914062,0.012784757651388645,0.0010256581008434296,0,1,0.9701336622238159,0.7809543609619141,FP,18,11,67.59573364257812,20.015117645263672,3,6.886638641357422,1243.898193359375,2.6651713848114014,47.598480224609375,17.332088470458984
303806,16424,1,muon,electron,0,0.9592364430427551,0.01945512928068638,0.9592364430427551,0.021290943026542664,1.748292379488703e-05,0,1,0.9686652421951294,0.7809543609619141,FP,21,14,82.80206298828125,20.31227684020996,3,4.12537956237793,1255.3641357421875,19.348371505737305,48.266788482666016,15.186903953552246
385785,20784,1,muon,muon,1,0.7615643739700317,0.7615643739700317,0.127524271607399,0.1042344719171524,0.00667679775506258,0,1,0.968329906463623,0.7809543609619141,FP,5,4,59.132080078125,23.682313919067383,1,1891.1585693359375,154.85794067382812,0.0,59.132080078125,0.0
908956,48935,1,electron,electron,1,0.959974467754364,0.03348435088992119,0.959974467754364,0.00653928704559803,1.934586862262222e-06,0,1,0.9682738780975342,0.7809543609619141,FP,8,4,19.345073699951172,7.187112331390381,2,3.9222030639648438,797.3065795898438,0.0,0.12654545903205872,19.218528747558594
368462,19863,1,electron,electron,1,0.983763575553894,0.014887387864291668,0.983763575553894,0.0011631497181952,0.00018588357488624752,0,1,0.967674732208252,0.7809543609619141,FP,11,8,28.473474502563477,6.670399188995361,3,3.8692283630371094,1161.127685546875,0.5363495349884033,11.612741470336914,16.324382781982422
139160,7584,0,mixed/unsupported,muon,0,0.9682624936103821,0.9682624936103821,0.031249530613422394,0.00024606724036857486,0.00024184814537875354,0,1,0.9667186141014099,0.7809543609619141,FP,5,4,16.029388427734375,5.860601425170898,2,50282.75390625,1219.8466796875,15.93482780456543,0.0,0.09456056356430054
127687,6935,1,electron,electron,1,0.8742443323135376,0.09094452857971191,0.8742443323135376,0.034804534167051315,6.577160547749372e-06,0,1,0.9661584496498108,0.7809543609619141,FP,17,8,48.84637451171875,11.177356719970703,3,5.789529800415039,1378.620361328125,0.422261506319046,27.155540466308594,21.268569946289062
304048,16438,1,electron,electron,1,0.8606752157211304,0.010188966058194637,0.8606752157211304,0.12911106646060944,2.4722048692638054e-05,0,1,0.9643603563308716,0.7809543609619141,FP,7,4,14.306324005126953,5.630385875701904,2,2.7916622161865234,740.371337890625,0.0,0.18479886651039124,14.121524810791016
892391,48040,1,photon,photon,1,0.9613115191459656,0.011794173158705235,0.02656271681189537,0.9613115191459656,0.0003316932125017047,0,1,0.9640811681747437,0.7809543609619141,FP,7,4,38.138710021972656,14.797470092773438,1,2.11346435546875,196.01190185546875,38.138710021972656,0.0,0.0
366850,19792,1,electron,photon,0,0.4327070713043213,0.17909301817417145,0.388088196516037,0.4327070713043213,0.00011165371688548476,0,1,0.9636145830154419,0.7809543609619141,FP,14,9,110.3258056640625,35.41413497924805,3,5.010341644287109,1470.72021484375,0.08352934569120407,92.40087890625,17.841402053833008
539241,29044,1,muon,electron,0,0.977141797542572,0.012864390388131142,0.977141797542572,0.009991494007408619,2.317905455129221e-06,0,1,0.9634453654289246,0.7809543609619141,FP,10,4,20.094715118408203,8.494366645812988,2,4.568077087402344,702.3279418945312,0.0,0.2483915388584137,19.84632110595703
429849,23148,1,electron,electron,1,0.9335209727287292,0.05526226758956909,0.9335209727287292,0.011186782270669937,3.0059891287237406e-05,0,1,0.963121235370636,0.7809543609619141,FP,7,4,26.49777603149414,7.737563133239746,2,3.351696014404297,725.7015991210938,0.0,0.13762512803077698,26.360153198242188
998216,53842,1,muon,electron,0,0.9878411889076233,0.008077015168964863,0.9878411889076233,0.0038224118761718273,0.0002594174293335527,0,1,0.9624543786048889,0.7809543609619141,FP,16,8,41.71282958984375,10.565470695495605,3,4.068359375,1282.630615234375,0.12066321074962616,21.712656021118164,19.87950897216797
983565,53050,1,muon,electron,0,0.7937098145484924,0.03454890847206116,0.7937098145484924,0.1713615208864212,0.0003797696263063699,0,1,0.9615259170532227,0.7809543609619141,FP,19,11,85.1261978149414,17.998790740966797,3,4.948097229003906,1175.58740234375,18.83037757873535,50.063316345214844,16.232507705688477
709064,38337,1,proton,proton,1,0.9466111660003662,0.032213855534791946,0.016186879947781563,0.004988075699657202,0.9466111660003662,0,1,0.9614425301551819,0.7809543609619141,FP,4,4,114.6133041381836,38.867958068847656,1,0.7466926574707031,54.274696350097656,0.0,0.0,114.6133041381836
131093,7125,1,electron,electron,1,0.9903400540351868,0.007925228215754032,0.9903400540351868,0.0017299390165135264,4.821320999326417e-06,0,1,0.960955023765564,0.7809543609619141,FP,10,6,20.629045486450195,7.553338527679443,3,4.67088508605957,1222.2047119140625,1.3870043754577637,1.829248309135437,17.41279411315918
282242,15233,1,muon,photon,0,0.9124723076820374,0.031191974878311157,0.056254882365465164,0.9124723076820374,8.082675776677206e-05,0,1,0.9600882530212402,0.7809543609619141,FP,6,5,38.865882873535156,16.404808044433594,1,0.19356918334960938,81.48921203613281,38.865882873535156,0.0,0.0
341377,18433,1,electron,electron,1,0.9805888533592224,0.008875138126313686,0.9805888533592224,0.010466892272233963,6.913108518347144e-05,0,1,0.9599812626838684,0.7809543609619141,FP,7,4,15.7916841506958,5.515149116516113,2,3.1546268463134766,710.8865356445312,0.0,4.743252277374268,11.048432350158691
320825,17344,1,electron,photon,0,0.6376212239265442,0.011395703069865704,0.350974977016449,0.6376212239265442,8.104155313048977e-06,0,1,0.9552220106124878,0.7809543609619141,FP,12,4,19.508136749267578,6.894513130187988,2,4.450153350830078,665.7966918945312,0.40367448329925537,19.104461669921875,0.0
956833,51601,1,proton,proton,1,0.6192575693130493,0.027811329811811447,0.03453387692570686,0.3183971643447876,0.6192575693130493,0,1,0.954853355884552,0.7809543609619141,FP,4,4,109.56681823730469,45.284698486328125,1,0.6156692504882812,66.67794799804688,109.56681823730469,0.0,0.0
503388,27117,1,muon,photon,0,0.892522931098938,0.06908029317855835,0.03839213401079178,0.892522931098938,4.660034846892813e-06,0,1,0.9545233249664307,0.7809543609619141,FP,4,4,19.354928970336914,7.842935085296631,1,0.2939872741699219,113.56505584716797,0.0,19.354928970336914,0.0
737237,39771,1,muon,electron,0,0.9280428290367126,0.009441445581614971,0.9280428290367126,0.06219429895281792,0.0003214390599168837,0,1,0.9536246657371521,0.7809543609619141,FP,11,5,34.942440032958984,19.723173141479492,3,5.8413848876953125,1179.4578857421875,1.878363847732544,0.023548856377601624,33.04052734375
698672,37789,1,photon,electron,0,0.6619088649749756,0.00140724319498986,0.6619088649749756,0.3364955484867096,0.00018835232185665518,0,1,0.9535667896270752,0.7809543609619141,FP,18,8,52.93694305419922,15.78501033782959,3,4.212928771972656,1179.6097412109375,1.9236398935317993,29.40648651123047,21.606821060180664
69387,3827,1,electron,photon,0,0.5076998472213745,0.06225394085049629,0.42916953563690186,0.5076998472213745,0.0008766833925619721,0,1,0.9523062705993652,0.7809543609619141,FP,15,8,69.44465637207031,16.17682456970215,2,3.969977855682373,789.658935546875,0.0,45.434600830078125,24.010053634643555
460448,24791,1,photon,electron,0,0.9741588830947876,0.005250443704426289,0.9741588830947876,0.02058219350874424,8.469673957733903e-06,0,1,0.9522800445556641,0.7809543609619141,FP,9,5,16.857303619384766,6.595578193664551,2,4.4655609130859375,697.7687377929688,0.0,0.1876133382320404,16.669689178466797
81114,4472,1,muon,photon,0,0.5488466620445251,0.08576177805662155,0.36484581232070923,0.5488466620445251,0.0005457262159325182,0,1,0.9516715407371521,0.7809543609619141,FP,6,4,25.643722534179688,13.004390716552734,1,0.8983149528503418,194.69561767578125,25.643722534179688,0.0,0.0
366105,19755,1,muon,photon,0,0.8542698621749878,0.09183696657419205,0.05389152467250824,0.8542698621749878,1.697826519375667e-06,0,1,0.9513788819313049,0.7809543609619141,FP,6,4,20.860872268676758,7.35822868347168,1,0.5438652038574219,248.28282165527344,0.0,20.86087417602539,0.0
671,33,1,muon,electron,0,0.9476756453514099,0.009886657819151878,0.9476756453514099,0.04243353381752968,4.129202807234833e-06,0,1,0.9511696696281433,0.7809543609619141,FP,8,4,20.927291870117188,7.69528865814209,3,4.1955976486206055,1190.52978515625,0.20708563923835754,0.07544107735157013,20.644763946533203
753849,40662,1,photon,photon,1,0.7631595134735107,0.0016638574888929725,0.23517341911792755,0.7631595134735107,3.2799780456116423e-06,0,1,0.9487916827201843,0.7809543609619141,FP,7,5,18.30671501159668,7.8331427574157715,2,3.3790817260742188,713.6123046875,0.0,3.3298118114471436,14.976902961730957
84586,4647,1,muon,photon,0,0.728861391544342,0.06248096004128456,0.20865605771541595,0.728861391544342,1.5552390095763258e-06,0,1,0.9454551935195923,0.7809543609619141,FP,6,5,21.82996368408203,8.485532760620117,1,0.5077447891235352,219.16722106933594,21.82996368408203,0.0,0.0
796551,42890,1,photon,photon,1,0.9905226826667786,0.00018839996482711285,0.009288785047829151,0.9905226826667786,7.965024195755177e-09,0,1,0.9454416632652283,0.7809543609619141,FP,13,8,27.220680236816406,7.2035417556762695,2,2.2434005737304688,562.4584350585938,25.03641700744629,2.1842634677886963,0.0
439648,23684,1,electron,electron,1,0.9241197109222412,0.028179079294204712,0.9241197109222412,0.047697994858026505,3.216843651898671e-06,0,1,0.9446512460708618,0.7809543609619141,FP,6,4,22.230411529541016,10.571490287780762,2,5.259265899658203,786.23876953125,0.0,0.08053003251552582,22.14988136291504
816379,43987,1,electron,electron,1,0.948329508304596,0.03931068629026413,0.948329508304596,0.012157007120549679,0.00020286630024202168,0,1,0.9435622692108154,0.7809543609619141,FP,9,6,26.503694534301758,12.33923625946045,2,3.3921051025390625,758.7964477539062,0.0,0.8637304306030273,25.639963150024414
464903,25029,1,photon,photon,1,0.8519470691680908,0.07255580276250839,0.07531090080738068,0.8519470691680908,0.0001862749777501449,0,1,0.9435396194458008,0.7809543609619141,FP,5,5,22.428058624267578,6.767424583435059,1,0.2714385986328125,131.03843688964844,22.428058624267578,0.0,0.0
7444,396,1,muon,photon,0,0.8544124960899353,0.008869207464158535,0.13671788573265076,0.8544124960899353,3.7604272051794396e-07,0,1,0.943450927734375,0.7809543609619141,FP,8,4,21.461254119873047,8.616558074951172,1,0.6058734655380249,237.29855346679688,0.0,21.461254119873047,0.0
397772,21468,1,electron,photon,0,0.7499924898147583,0.1502489298582077,0.09468917548656464,0.7499924898147583,0.005069435108453035,0,1,0.9429655075073242,0.7809543609619141,FP,7,4,55.49791717529297,23.17747688293457,2,2.1156768798828125,624.595703125,0.02106618322432041,55.47685241699219,0.0
103753,5632,1,electron,electron,1,0.9518512487411499,0.02228192426264286,0.9518512487411499,0.025864295661449432,2.4774567464191932e-06,0,1,0.9425460696220398,0.7809543609619141,FP,13,6,35.06810760498047,8.86269760131836,2,2.957827568054199,776.9154663085938,0.0,8.80078411102295,26.267322540283203
55445,3082,1,muon,electron,0,0.9648407101631165,0.03134552761912346,0.9648407101631165,0.0037950114347040653,1.8752871255856007e-05,0,1,0.9403612017631531,0.7809543609619141,FP,13,8,35.01451110839844,5.70790433883667,2,4.776573657989502,803.4864501953125,0.0,17.271982192993164,17.74252700805664
885619,47696,1,photon,photon,1,0.8764732480049133,0.001039988361299038,0.11641576141119003,0.8764732480049133,0.006070990115404129,0,1,0.9393972754478455,0.7809543609619141,FP,15,9,62.212059020996094,16.27187156677246,3,6.318946838378906,1252.4498291015625,0.10171258449554443,39.44353485107422,22.666805267333984
560994,30220,1,electron,photon,0,0.9989677667617798,7.358717539318604e-06,0.0010248078033328056,0.9989677667617798,2.2825403789283882e-09,0,1,0.9392663240432739,0.7809543609619141,FP,12,4,21.566293716430664,9.273719787597656,2,3.964141845703125,1212.854248046875,21.309160232543945,0.0,0.25713372230529785
302268,16343,1,muon,photon,0,0.9208780527114868,0.0651308000087738,0.011212125420570374,0.9208780527114868,0.0027789785526692867,0,1,0.9391330480575562,0.7809543609619141,FP,5,5,31.00058364868164,10.0990629196167,1,0.18115234375,84.26689147949219,31.00058364868164,0.0,0.0
677793,36681,1,electron,electron,1,0.5599938631057739,0.005940850358456373,0.5599938631057739,0.4295889735221863,0.004476313944905996,0,1,0.9385665059089661,0.7809543609619141,FP,22,11,84.18526458740234,22.899152755737305,3,3.7535400390625,1190.9598388671875,2.5924015045166016,63.93492126464844,17.657947540283203
524551,28282,1,photon,photon,1,0.5007249712944031,0.009954700246453285,0.48928171396255493,0.5007249712944031,3.861015647999011e-05,0,1,0.9376924633979797,0.7809543609619141,FP,9,5,34.39555358886719,10.80150032043457,2,1.8697700500488281,510.18121337890625,29.95661163330078,4.438941478729248,0.0
19356,1061,1,electron,electron,1,0.9074097871780396,0.010357697494328022,0.9074097871780396,0.08223015815019608,2.3781763047736604e-06,0,1,0.9369560480117798,0.7809543609619141,FP,7,4,26.03133773803711,11.209115982055664,2,2.416586399078369,665.8431396484375,0.0,0.18139806389808655,25.849939346313477
516997,27875,1,electron,electron,1,0.9679639339447021,0.015897316858172417,0.9679639339447021,0.016138648614287376,1.5815609799574304e-07,0,1,0.9347302913665771,0.7809543609619141,FP,13,6,24.692626953125,6.723929405212402,3,3.9142379760742188,1189.281005859375,0.03200726956129074,4.832849025726318,19.827768325805664
989599,53384,1,electron,photon,0,0.5454567670822144,0.11340076476335526,0.3411290645599365,0.5454567670822144,1.3432623745757155e-05,0,1,0.933751106262207,0.7809543609619141,FP,11,5,32.625484466552734,15.190436363220215,3,1.6601409912109375,1072.2410888671875,3.542611837387085,28.66682243347168,0.41605043411254883
672569,36409,1,electron,photon,0,0.9648193120956421,0.002136118710041046,0.0330410897731781,0.9648193120956421,3.5191530969314044e-06,0,1,0.9332623481750488,0.7809543609619141,FP,13,4,30.12175178527832,18.623672485351562,2,4.6153106689453125,854.4268188476562,0.5594391226768494,29.562313079833984,0.0
814318,43887,1,proton,proton,1,0.9967029690742493,0.001798141049221158,0.0014315141597762704,6.743719859514385e-05,0.9967029690742493,0,1,0.9318594336509705,0.7809543609619141,FP,4,4,105.73975372314453,69.61842346191406,1,0.7574310302734375,60.06404113769531,0.0,0.0,105.73975372314453
297383,16076,1,muon,electron,0,0.9075287580490112,0.07532253116369247,0.9075287580490112,0.01651761867105961,0.0006310137687250972,0,1,0.9308781027793884,0.7809543609619141,FP,7,4,22.665987014770508,9.133492469787598,2,2.8932628631591797,704.9104614257812,0.0,0.19294854998588562,22.473039627075195
217336,11753,1,muon,photon,0,0.6707457304000854,0.02533893473446369,0.30377086997032166,0.6707457304000854,0.0001444802328478545,0,1,0.9306098818778992,0.7809543609619141,FP,6,4,18.775136947631836,5.519982814788818,1,0.9162883758544922,162.62266540527344,18.775136947631836,0.0,0.0
469901,25312,1,muon,photon,0,0.6841320395469666,0.13227981328964233,0.15635794401168823,0.6841320395469666,0.027230188250541687,0,1,0.9302805066108704,0.7809543609619141,FP,7,6,30.133716583251953,8.231950759887695,1,0.5933265686035156,262.8348693847656,0.0,30.133716583251953,0.0
769353,41443,1,photon,photon,1,0.7793102264404297,0.05972512066364288,0.1607913076877594,0.7793102264404297,0.00017332889547105879,0,1,0.9280359745025635,0.7809543609619141,FP,13,10,57.031341552734375,13.785566329956055,2,2.7392807006835938,911.2998046875,19.525014877319336,37.506324768066406,0.0
243724,13182,1,electron,electron,1,0.8055377006530762,0.00266518397256732,0.8055377006530762,0.19178952276706696,7.550065220129909e-06,0,1,0.927300214767456,0.7809543609619141,FP,11,4,20.354320526123047,7.8370585441589355,3,5.156961441040039,1182.104736328125,0.39112964272499084,0.04907694458961487,19.91411590576172
503550,27125,1,muon,photon,0,0.6060096621513367,0.15161727368831635,0.23936216533184052,0.6060096621513367,0.0030109125655144453,0,1,0.9265033006668091,0.7809543609619141,FP,8,7,56.713356018066406,22.14637565612793,2,1.673126220703125,516.2789306640625,30.64891242980957,26.06444549560547,0.0
226135,12231,1,photon,electron,0,0.9231658577919006,0.05013164505362511,0.9231658577919006,0.02356593683362007,0.003136485116556287,0,1,0.9247400164604187,0.7809543609619141,FP,7,4,26.828432083129883,12.258697509765625,1,1.8463096618652344,183.12242126464844,0.0,0.0,26.828432083129883
842285,45466,1,muon,photon,0,0.7476545572280884,0.12192274630069733,0.13035815954208374,0.7476545572280884,6.448467320296913e-05,0,1,0.9244571328163147,0.7809543609619141,FP,8,5,80.46851348876953,29.9529972076416,2,2460.33837890625,716.5684814453125,0.0,0.0019645874854177237,80.466552734375
668834,36215,1,electron,electron,1,0.8244330286979675,0.15186071395874023,0.8244330286979675,0.019462307915091515,0.004243902862071991,0,1,0.9239041209220886,0.7809543609619141,FP,7,4,30.423982620239258,12.761787414550781,2,3.2160873413085938,885.62060546875,0.0,0.37359148263931274,30.050390243530273
286605,15472,1,muon,photon,0,0.7322424054145813,0.16661028563976288,0.10089074820280075,0.7322424054145813,0.0002565376053098589,0,1,0.9232707619667053,0.7809543609619141,FP,4,4,19.377593994140625,8.425676345825195,1,0.19347763061523438,67.00731658935547,19.377593994140625,0.0,0.0
854178,46063,1,electron,electron,1,0.9124679565429688,0.017008813098073006,0.9124679565429688,0.07028713077306747,0.00023616345424670726,0,1,0.9222106337547302,0.7809543609619141,FP,6,4,19.365798950195312,9.755066871643066,1,0.8654327392578125,231.6441192626953,0.0,0.0,19.365798950195312
59075,3277,1,muon,photon,0,0.7316922545433044,0.10843497514724731,0.15614786744117737,0.7316922545433044,0.0037248958833515644,0,1,0.9220035076141357,0.7809543609619141,FP,6,4,47.52577209472656,22.23270034790039,1,0.3984241485595703,110.5749282836914,0.0,47.5257682800293,0.0
22416,1228,1,electron,electron,1,0.532879650592804,0.0846581906080246,0.532879650592804,0.3823012411594391,0.00016088440315797925,0,1,0.9217959046363831,0.7809543609619141,FP,6,4,22.60865020751953,9.50216007232666,2,1.716004490852356,513.7567749023438,0.15898923575878143,22.449661254882812,0.0
627122,33897,1,muon,electron,0,0.901975154876709,0.09289460629224777,0.901975154876709,0.003930480219423771,0.001199717982672155,0,1,0.9210690855979919,0.7809543609619141,FP,6,4,21.671112060546875,10.944974899291992,2,3.1191062927246094,785.8571166992188,0.0,0.10963009297847748,21.561481475830078
291753,15784,1,electron,electron,1,0.9362733960151672,0.060184914618730545,0.9362733960151672,0.003540135221555829,1.5832847566343844e-06,0,1,0.9203606843948364,0.7809543609619141,FP,9,6,22.746906280517578,8.656064987182617,2,2.9842300415039062,820.9808959960938,0.0,3.3467752933502197,19.400131225585938
458960,24710,1,photon,photon,1,0.6233277916908264,0.14474304020404816,0.22145192325115204,0.6233277916908264,0.010477223433554173,0,1,0.9199066758155823,0.7809543609619141,FP,6,5,47.2535400390625,18.536165237426758,2,4.19757080078125,1109.4078369140625,47.203269958496094,0.0,0.05027325451374054
